image1_path,image2_path,angle,cls
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/187.3253_HB19958.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/193.3253_HB19398.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/96.3253_HB19871.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/102.3253_HB19942.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/278.3253_HB19430.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/284.3253_HB19571.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/100.3253_HB19803.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/106.3253_HB19873.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/7.3253_HB19923.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/13.3253_HB19993.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/201.3253_HB19892.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/207.3253_HB19962.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/44.3253_HB19479.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/50.3253_HB19794.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/210.3253_HB19825.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/216.3253_HB19895.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/8.3253_HB19992.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/14.3253_HB19468.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/181.3253_HB19888.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/187.3253_HB19958.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/104.3253_HB19503.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/110.3253_HB19805.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/300.3253_HB19842.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/306.3253_HB19911.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/112.3253_HB19944.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/118.3253_HB20012.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/255.3253_HB19834.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/261.3253_HB19903.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/303.3253_HB19440.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/309.3253_HB19581.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/322.3253_HB19983.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/328.3253_HB19450.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/149.3253_HB19520.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/155.3253_HB19814.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/342.3253_HB19918.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/348.3253_HB19988.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/106.3253_HB19873.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/112.3253_HB19944.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/144.3253_HB19518.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/150.3253_HB19813.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/224.3253_HB19547.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/230.3253_HB19829.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/281.3253_HB19907.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/287.3253_HB19977.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/115.3253_HB19806.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/121.3253_HB19876.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/55.3253_HB19795.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/61.3253_HB19865.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/167.3253_HB19954.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/173.3253_HB19390.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/287.3253_HB19977.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/293.3253_HB19436.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/285.3253_HB19839.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/291.3253_HB19909.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/214.3253_HB19544.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/220.3253_HB19827.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/282.3253_HB19976.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/288.3253_HB19434.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/248.3253_HB19420.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/254.3253_HB19559.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/309.3253_HB19581.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/315.3253_HB19845.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/6.3253_HB19854.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/12.3253_HB19924.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/155.3253_HB19814.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/161.3253_HB19884.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/26.3253_HB19858.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/32.3253_HB19928.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/75.3253_HB19798.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/81.3253_HB19868.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/308.3253_HB19442.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/314.3253_HB19583.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/338.3253_HB19454.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/344.3253_HB19456.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/321.3253_HB19914.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/327.3253_HB19984.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/250.3253_HB19833.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/256.3253_HB19902.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/42.3253_HB19930.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/48.3253_HB20000.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/259.3253_HB19561.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/265.3253_HB19836.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/121.3253_HB19876.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/127.3253_HB19947.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/302.3253_HB19980.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/308.3253_HB19442.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/138.3253_HB19377.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/144.3253_HB19518.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/25.3253_HB19789.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/31.3253_HB19859.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/41.3253_HB19861.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/47.3253_HB19931.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/216.3253_HB19895.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/222.3253_HB19965.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/257.3253_HB19972.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/263.3253_HB19426.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/335.3253_HB19848.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/341.3253_HB19849.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/192.3253_HB19959.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/198.3253_HB19400.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/12.3253_HB19924.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/18.3253_HB19994.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/316.3253_HB19913.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/322.3253_HB19983.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/111.3253_HB19874.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/117.3253_HB19945.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/290.3253_HB19840.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/296.3253_HB19910.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/276.3253_HB19906.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/282.3253_HB19976.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/39.3253_HB19478.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/45.3253_HB19793.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/217.3253_HB19964.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/223.3253_HB19410.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/139.3253_HB19516.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/145.3253_HB19812.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/94.3253_HB19499.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/100.3253_HB19803.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/189.3253_HB19534.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/195.3253_HB19822.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/119.3253_HB19508.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/125.3253_HB19808.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/227.3253_HB19966.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/233.3253_HB19414.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/108.3253_HB20010.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/114.3253_HB19507.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/289.3253_HB19573.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/295.3253_HB19841.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/231.3253_HB19897.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/237.3253_HB19968.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/310.3253_HB19844.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/316.3253_HB19913.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/208.3253_HB19404.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/214.3253_HB19544.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/19.3253_HB19470.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/25.3253_HB19789.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/166.3253_HB19885.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/172.3253_HB19955.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/220.3253_HB19827.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/226.3253_HB19896.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/28.3253_HB19996.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/34.3253_HB19476.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/162.3253_HB19953.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/168.3253_HB19389.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/10.3253_HB19786.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/16.3253_HB19856.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/14.3253_HB19468.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/20.3253_HB19788.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/130.3253_HB19809.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/136.3253_HB19879.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/288.3253_HB19434.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/294.3253_HB19575.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/129.3253_HB19512.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/135.3253_HB19810.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/51.3253_HB19863.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/57.3253_HB19933.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/151.3253_HB19882.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/157.3253_HB19952.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/43.3253_HB19999.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/49.3253_HB19481.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/305.3253_HB19843.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/311.3253_HB19912.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/331.3253_HB19916.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/337.3253_HB19986.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/29.3253_HB19474.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/35.3253_HB19791.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/131.3253_HB19878.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/137.3253_HB19949.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/34.3253_HB19476.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/40.3253_HB19792.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/219.3253_HB19545.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/225.3253_HB19828.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/237.3253_HB19968.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/243.3253_HB19418.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/4.3253_HB19464.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/10.3253_HB19786.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/90.3253_HB19801.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/96.3253_HB19871.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/35.3253_HB19791.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/41.3253_HB19861.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/292.3253_HB19978.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/298.3253_HB19438.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/229.3253_HB19549.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/235.3253_HB19830.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/134.3253_HB19514.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/140.3253_HB19811.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/16.3253_HB19856.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/22.3253_HB19926.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/141.3253_HB19880.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/147.3253_HB19951.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/193.3253_HB19398.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/199.3253_HB19538.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/186.3253_HB19889.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/192.3253_HB19959.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/102.3253_HB19942.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/108.3253_HB20010.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/223.3253_HB19410.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/229.3253_HB19549.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/18.3253_HB19994.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/24.3253_HB19472.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/0.32527_HB19784.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/6.3253_HB19854.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/142.3253_HB19950.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/148.3253_HB19381.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/31.3253_HB19859.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/37.3253_HB19929.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/87.3253_HB19939.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/93.3253_HB20007.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/200.3253_HB19823.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/206.3253_HB19893.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/296.3253_HB19910.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/302.3253_HB19980.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/336.3253_HB19917.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/342.3253_HB19918.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/204.3253_HB19540.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/210.3253_HB19825.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/258.3253_HB19424.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/264.3253_HB19563.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/169.3253_HB19528.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/175.3253_HB19818.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/346.3253_HB19850.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/352.3253_HB19920.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/190.3253_HB19821.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/196.3253_HB19891.tiff,6,0
/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/116.3253_HB19875.tiff,/remote-home/bxy/emw/xhl/data/MSTAR/17/BRDM2/122.3253_HB19946.tiff,6,0
